Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P45016	NRFB_HAEIN	reviewed	Cytochrome c-type protein NrfB	nrfB HI_1068	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	226
P44635	NUDB_HAEIN	reviewed	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)	nudB ntpA HI_0316	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	158
P45015	NRFC_HAEIN	reviewed	Protein NrfC homolog	nrfC HI_1067	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	225
P45014	NRFD_HAEIN	reviewed	Protein NrfD homolog	nrfD HI_1066	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	321
P44763	MNMG_HAEIN	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA HI_0582	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	629
P44932	MUTT_HAEIN	reviewed	8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	mutT HI_0910	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	136
P44538	NAGB_HAEIN	reviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB HI_0141	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	270
P44583	NANQ_HAEIN	reviewed	N-acetylneuraminate anomerase (N-acetylneuraminate openase)	nanQ HI_0227	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	155
P44651	NAPD_HAEIN	reviewed	Chaperone NapD (NapA signal peptide-binding chaperone NapD)	napD HI_0343	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	93
P44650	NAPF_HAEIN	reviewed	Ferredoxin-type protein NapF	napF HI_0342	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	176
P44652	NAPG_HAEIN	reviewed	Ferredoxin-type protein NapG	napG HI_0345	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	279
P44958	MURJ_HAEIN	reviewed	Probable lipid II flippase MurJ	murJ mviN HI_0964	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	510
P52973	MURI_HAEIN	reviewed	Glutamate racemase (EC 5.1.1.3)	murI HI_1739.2	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	269
Q57140	NEUA_HAEIN	reviewed	Probable N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase) (CMP-sialic acid synthase)	neuA HI_1279	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	228
P43010	PNTB_HAEIN	reviewed	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta) (Pyridine nucleotide transhydrogenase subunit beta)	pntB HI_1363	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	474
Q57425	PNUC_HAEIN	reviewed	Nicotinamide riboside transporter PnuC	pnuC HI_1077.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	226
P71342	NQRE_HAEIN	reviewed	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	nqrE HI_0170	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	198
Q57408	HGP4_HAEIN	reviewed	Probable hemoglobin and hemoglobin-haptoglobin-binding protein 4	HI_1565/HI_1567	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	999
P44840	HTPX_HAEIN	reviewed	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	htpX HI_0720	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	283
P44516	HTPG_HAEIN	reviewed	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG HI_0104	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	626
P43777	HPPK_HAEIN	reviewed	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	folK HI_0064	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
P44815	ISPF_HAEIN	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF HI_0671	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	158
P44328	KPRS_HAEIN	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA HI_1609	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P44474	MREB_HAEIN	reviewed	Cell shape-determining protein MreB	mreB HI_0037	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	351
P45056	MRAZ_HAEIN	reviewed	Transcriptional regulator MraZ	mraZ HI_1129	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	151
P45322	MODB_HAEIN	reviewed	Molybdenum transport system permease protein ModB	modB HI_1692	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P44710	NUDC_HAEIN	reviewed	NAD-capped RNA hydrolase NudC (DeNADding enzyme NudC) (EC 3.6.1.-) (NADH pyrophosphatase) (EC 3.6.1.22)	nudC HI_0432	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	264
P45052	OPPD_HAEIN	reviewed	Oligopeptide transport ATP-binding protein OppD	oppD HI_1121	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	323
P44770	OTCC_HAEIN	reviewed	Ornithine carbamoyltransferase, catabolic (OTCase) (EC 2.1.3.3)	arcB HI_0596	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	334
P10324	PAL_HAEIN	reviewed	Peptidoglycan-associated lipoprotein (PAL) (15 kDa peptidoglycan-associated lipoprotein) (PC protein) (Outer membrane protein P6) (OMP P6)	pal ompP6 HI_0381	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	153
P44521	GST_HAEIN	reviewed	Glutathione S-transferase (EC 2.5.1.18)	gst HI_0111	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	209
P43934	HEPT_HAEIN	reviewed	Probable ribonuclease HepT (EC 3.1.-.-) (Probable toxin HepT)	hepT HI_0074	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
P44836	HGP3_HAEIN	reviewed	Probable hemoglobin and hemoglobin-haptoglobin-binding protein 3	HI_0712	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	1084
P43865	LONH_HAEIN	reviewed	Putative Lon protease homolog (EC 3.4.21.-) (ATP-dependent protease La homolog)	HI_1324	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	601
P44620	LEP4_HAEIN	reviewed	Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	hofD hopD HI_0296	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	230
P44719	KTHY_HAEIN	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk HI_0456	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	210
P43864	LON_HAEIN	reviewed	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon lon-A HI_0462	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	803
P43887	LPXA_HAEIN	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA HI_1061	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	262
Q03974	LIC2A_HAEIN	reviewed	Lipooligosaccharide biosynthesis protein lex-1 (EC 2.-.-.-)	lex1 lic2A HI_0550	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302
P44201	LYSO_HAEIN	reviewed	Putative lysine exporter	HI_1452	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	195
P44723	MAZG_HAEIN	reviewed	Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)	mazG HI_0460	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	263
P44421	MAP1_HAEIN	reviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map HI_1722	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	268
P45028	MLAC_HAEIN	reviewed	Intermembrane phospholipid transport system binding protein MlaC	mlaC HI_1084	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	214
P43958	NQRD_HAEIN	reviewed	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 7.2.1.1) (NQR complex subunit D) (NQR-1 subunit D)	nqrD HI_0168	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	208
P44407	MSBA_HAEIN	reviewed	ATP-dependent lipid A-core flippase (EC 7.5.2.6) (Lipid A export ATP-binding/permease protein MsbA)	msbA msh-1 HI_0060	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	587
P43933	MNTA_HAEIN	reviewed	Probable protein adenylyltransferase MntA (EC 2.7.7.n1) (Probable antitoxin MntA)	mntA HI_0073	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	114
P45000	MTH5_HAEIN	reviewed	Modification methylase HindV (M.HindV) (EC 2.1.1.37) (Cytosine-specific methyltransferase HindV)	hindVM HI_1041	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	304
P44789	MSCL_HAEIN	reviewed	Large-conductance mechanosensitive channel	mscL HI_0626	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	128
P44537	NAGA_HAEIN	reviewed	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	nagA HI_0140	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	381
Q57074	ISCU_HAEIN	reviewed	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	iscU HI_0377	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	126
P44482	KDGK_HAEIN	reviewed	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45) (2-keto-3-deoxygluconokinase) (3-deoxy-2-oxo-D-gluconate kinase) (KDG kinase)	kdgK HI_0049	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	314
P45311	MOAA_HAEIN	reviewed	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA HI_1676	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	337
P43730	MNME_HAEIN	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE thdF trmE HI_1002	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	452
P44130	LAPB_HAEIN	reviewed	Lipopolysaccharide assembly protein B	lapB HI_1223	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	396
P44720	MLTG_HAEIN	reviewed	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	mltG HI_0457	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	347
P43729	LEPA_HAEIN	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA HI_0016	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	598
P46450	LCFA_HAEIN	reviewed	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	fadD HI_0390.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	562
P44250	LOLE_HAEIN	reviewed	Lipoprotein-releasing system transmembrane protein LolE	lolE HI_1548	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	416
Q48211	LST_HAEIN	reviewed	N-acetyllactosaminide alpha-2,3-sialyltransferase (EC 2.4.99.6) (CMP-N-acetylneuraminate:beta-galactoside alpha-2,3-sialyltransferase) (CMP-Neu5Ac:beta-galactoside alpha-2,3-sialyltransferase) (Lipooligosaccharide sialyltransferase) (LOS sialyltransferase)	lsgB HI_1699	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	304
Q57163	MIAB_HAEIN	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB HI_0019	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	474
O05011	NQRB_HAEIN	reviewed	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B)	nqrB HI_0166	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	411
P43957	NQRC_HAEIN	reviewed	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)	nqrC HI_0167	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	244
P45308	MOAE_HAEIN	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE HI_1673	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	150
P45211	MOEB_HAEIN	reviewed	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)	moeB chlN HI_1449	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	243
P45306	PRC_HAEIN	reviewed	Tail-specific protease (EC 3.4.21.102) (C-terminal-processing peptidase) (Protease Re)	prc HI_1668	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	695
P44402	PRMA_HAEIN	reviewed	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA HI_0978	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	296
P45181	PQQL_HAEIN	reviewed	Probable zinc protease PqqL (EC 3.4.24.-)	pqqL HI_1368	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	926
P45053	OPPC_HAEIN	reviewed	Oligopeptide transport system permease protein OppC	oppC HI_1122	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	311
P45337	QSEB_HAEIN	reviewed	Transcriptional regulatory protein QseB	qseB HI_1708	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	221
P45186	MUKE_HAEIN	reviewed	Chromosome partition protein MukE	mukE kicA HI_1373	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	243
P44418	OXYR_HAEIN	reviewed	Hydrogen peroxide-inducible genes activator	oxyR HI_0571	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	301
P45189	PHOB_HAEIN	reviewed	Phosphate regulon transcriptional regulatory protein PhoB	phoB HI_1379	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	231
P44857	PLSB_HAEIN	reviewed	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB HI_0748	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	810
P43752	NRDD_HAEIN	reviewed	Anaerobic ribonucleoside-triphosphate reductase (EC 1.1.98.6) (Class III ribonucleoside-triphosphate reductase)	nrdD HI_0075	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	707
P45253	PRMC_HAEIN	reviewed	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (M.HindHemKP) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC hemK HI_1559	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	292
P44748	PRIB_HAEIN	reviewed	Primosomal replication protein N	priB HI_0546	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	108
P44944	NRFE_HAEIN	reviewed	Cytochrome c-type biogenesis protein NrfE	nrfE HI_0936	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	635
P44943	NRFX_HAEIN	reviewed	Probable thiol:disulfide interchange protein DsbE-2 (Cytochrome c biogenesis protein NrfX)	nrfX dsbE-2 HI_0935	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	176
P44946	NRDR_HAEIN	reviewed	Transcriptional repressor NrdR	nrdR HI_0943	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	149
P44915	OBG_HAEIN	reviewed	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg HI_0877	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	390
P43850	PURK_HAEIN	reviewed	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK HI_1616	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	362
P45283	PURA_HAEIN	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA HI_1633	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	432
P45336	QSEC_HAEIN	reviewed	Sensor protein QseC (EC 2.7.13.3)	qseC HI_1707	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	451
P45011	LPXB_HAEIN	reviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB HI_1060	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	390
P45018	HRPA_HAEIN	reviewed	ATP-dependent RNA helicase HrpA homolog (EC 3.6.4.13)	hrpA HI_1070	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	1304
P44975	LSPA_HAEIN	reviewed	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA HI_1006	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	171
P44669	HSCA_HAEIN	reviewed	Chaperone protein HscA homolog	hscA HI_0373	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	619
P44877	HSLO_HAEIN	reviewed	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	hslO HI_0810	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	293
O05074	HLDE_HAEIN	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE waaE HI_1526	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	476
P24323	KAD_HAEIN	reviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk HI_0349	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	214
P44129	LAPA_HAEIN	reviewed	Probable lipopolysaccharide assembly protein A	lapA HI_1222	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	97
P44408	REC2_HAEIN	reviewed	Recombination protein 2	rec2 rec-2 HI_0061	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	788
P44734	RBSD_HAEIN	reviewed	D-ribose pyranase (EC 5.4.99.62)	rbsD HI_0501	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	139
P44909	PDXH_HAEIN	reviewed	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH HI_0863	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	210
P45266	RADA_HAEIN	reviewed	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA)	radA HI_1597	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	458
P45169	POTC_HAEIN	reviewed	Spermidine/putrescine transport system permease protein PotC	potC HI_1345	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	257
P44354	RL16_HAEIN	reviewed	50S ribosomal protein L16	rplP rpl16 HI_0784	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	136
P44123	QUED_HAEIN	reviewed	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	queD HI_1190	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	141
P44390	CATA_HAEIN	reviewed	Catalase (EC 1.11.1.6)	katA hktE HI_0928	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	508
P45153	DAPB_HAEIN	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB HI_1308	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	270
P45021	CYOA_HAEIN	reviewed	Probable cytochrome oxidase subunit 1 (Cytochrome oxidase subunit I) (EC 1.10.3.-)	HI_1076	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	521
P43708	FTN2_HAEIN	reviewed	Probable bacterial non-heme ferritin-like protein	ftnB rsgA-B HI_1385	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	165
P45093	GMHA_HAEIN	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA isn lpcA HI_1181	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	194
P44436	HIS6_HAEIN	reviewed	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF HI_0474	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	258
P44490	KDSB_HAEIN	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB HI_0058	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	254
P43802	NDK_HAEIN	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk HI_0876	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	141
P44585	NLPI_HAEIN	reviewed	Lipoprotein NlpI homolog	nlpI HI_0230	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	314
P43842	PNTA_HAEIN	reviewed	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	pntA HI_1362	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	512
P43763	PROB_HAEIN	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB HI_0900	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	368
P43916	NUSG_HAEIN	reviewed	Transcription termination/antitermination protein NusG	nusG HI_0717	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
P44455	GRCA_HAEIN	reviewed	Autonomous glycyl radical cofactor	grcA HI_0017	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	127
P43861	LEU1_HAEIN	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA HI_0986	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	515
P14182	LICB_HAEIN	reviewed	Protein LicB	licB HI_1538	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	292
P14183	LICC_HAEIN	reviewed	Protein LicC	licC HI_1539	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	233
P14184	LICD_HAEIN	reviewed	Lipopolysaccharide cholinephosphotransferase LicD (EC 2.7.8.-)	licD HI_1540	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	265
P46493	ILVA_HAEIN	reviewed	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA HI_0738.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	513
P43892	KCY1_HAEIN	reviewed	Cytidylate kinase 1 (CK 1) (EC 2.7.4.25) (Cytidine monophosphate kinase 1) (CMP kinase 1)	cmk1 cmkA HI_1219	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	231
P44933	KEFX_HAEIN	reviewed	Glutathione-regulated potassium-efflux system protein (K(+)/H(+) antiporter)	kefBC HI_0911	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	618
P44475	MREC_HAEIN	reviewed	Cell shape-determining protein MreC (Cell shape protein MreC) (Rod shape-determining protein MreC)	mreC HI_0038	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	351
