FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0017655,CBP-0017655-01,A051,L21,98-96-4,1046,NC(=O)c1cnccn1,pyrazinamide,Lopac_Sigma,41579_LOPAC_Sigma_P 7136
CBP-0017670,CBP-0017670-01,A051,L22, ,24867860,CC(C)CC(NP(=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-],Phosphoramidon disodium,Lopac_Sigma,41595_LOPAC_Sigma_R 7385
CBP-0017352,CBP-0017352-01,A051,M01,103577-45-3,3883,Cc1c(nccc1OCC(F)(F)F)CS(=O)c1nc2ccccc2[nH]1,lansoprazole,Lopac_Sigma,41260_LOPAC_Sigma_L 8533
CBP-0017368,CBP-0017368-01,A051,M02,148672-13-3,107780,COc1ccc(cc1N1CCN(C)CC1)NC(=O)c1ccc(cc1)-c1ccc(cc1C)-c1noc(n1)C,148672-13-3,Lopac_Sigma,41276_LOPAC_Sigma_G 5793
CBP-0017383,CBP-0017383-01,A051,M03,15447-36-6,3973,O=C1C=C(Oc2c1cccc2-c1ccccc1)N1CCOCC1,154447-36-6,Lopac_Sigma,41292_LOPAC_Sigma_L 9908
CBP-0017399,CBP-0017399-01,A051,M04,51052-62-1,4054,CC12CC3CC(C)(C1)CC(N)(C3)C2,memantine,Lopac_Sigma,41308_LOPAC_Sigma_M 9292
CBP-0017415,CBP-0017415-01,A051,M05,140387-89-9,11957615,CCN(CC)C(=O)N[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(c34)C2=C1,S-(-)-Lisuride,Lopac_Sigma,41324_LOPAC_Sigma_L-122
CBP-0017430,CBP-0017430-01,A051,M06,3967-44-0,4108,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,Methoctramine,Lopac_Sigma,41340_LOPAC_Sigma_M-105
CBP-0017444,CBP-0017444-01,A051,M07,19408-84-5,107982,COc1cc(ccc1O)CNC(=O)CCCCCCC(C)C,Dihydrocapsaicin,Lopac_Sigma,41356_LOPAC_Sigma_M 1022
CBP-0017460,CBP-0017460-01,A051,M08,746-51-0,9681,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(c4cccc(c34)C2=C1)C,methysergide,Lopac_Sigma,41372_LOPAC_Sigma_M-137
CBP-0017475,CBP-0017475-01,A051,M09,212329-37-8,3661570,CCCOC(=O)c1c(c(c(nc1-c1ccccc1)CC)C(=O)SCC)CCC,MRS 1523,Lopac_Sigma,41388_LOPAC_Sigma_M 1809
CBP-0017491,CBP-0017491-01,A051,M10,1531-25-5,5484286,COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)NCC1,3-Methoxymorphinan,Lopac_Sigma,41404_LOPAC_Sigma_M-187
CBP-0017504,CBP-0017504-01,A051,M11,819066-98-3,4178,CC(N)COc1c(cccc1C)C,Mexiletine,Lopac_Sigma,41420_LOPAC_Sigma_M 2727
CBP-0017520,CBP-0017520-01,A051,M12,51-12-7,4472,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,Nialamide,Lopac_Sigma,41436_LOPAC_Sigma_N 1392
CBP-0017535,CBP-0017535-01,A051,M13,7695-82-1,2112,COC(=O)C(C)(N)Cc1ccc(cc1)O,alpha-Methyltyrosine methyl ester,Lopac_Sigma,41452_LOPAC_Sigma_M 3281
CBP-0017551,CBP-0017551-01,A051,M14,50-65-7,4477,Oc1ccc(cc1C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])Cl,Niclosamide,Lopac_Sigma,41468_LOPAC_Sigma_N 3510
CBP-0017566,CBP-0017566-01,A051,M15, , ,Nc1cc(nc([n+]1[O-])N)N1CCCCC1, ,Lopac_Sigma,41484_LOPAC_Sigma_M 4145
CBP-0017581,CBP-0017581-01,A051,M16, ,4115461,[O-]S(=O)(=O)c1ccc(c(c1)S(=O)(=O)[O-])NC(=O)c1cc(cc(c1)C(=O)Nc1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)Nc1cc(cc(c1)C(=O)Nc1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)Nc1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-],AC1N3NYD,Lopac_Sigma,41500_LOPAC_Sigma_N 4784
CBP-0017596,CBP-0017596-01,A051,M17,8041-44-9,896,COc1ccc2[nH]cc(c2c1)CCNC(=O)C,Melatonin,Lopac_Sigma,41516_LOPAC_Sigma_M 5250
CBP-0017611,CBP-0017611-01,A051,M18,72-69-5,4543,CNCCC=C1c2ccccc2CCc2ccccc21,nortriptyline,Lopac_Sigma,41532_LOPAC_Sigma_N 7261
CBP-0017625,CBP-0017625-01,A051,M19, ,5846731,Cc1ccccc1/C=C/C1=NCCN1,AC1NZ1YH,Lopac_Sigma,41548_LOPAC_Sigma_M 5685
CBP-0017640,CBP-0017640-01,A051,M20,130506-22-8,1871,O=Nc1ccc2c(c1)C=CC(=O)O2,"6-Nitroso-1,2-benzopyrone",Lopac_Sigma,41564_LOPAC_Sigma_N 8403
CBP-0017656,CBP-0017656-01,A051,M21,608-07-1,1833,COc1ccc2[nH]cc(c2c1)CCN,5-METHOXYTRYPTAMINE,Lopac_Sigma,41580_LOPAC_Sigma_M 6628
CBP-0017671,CBP-0017671-01,A051,M22,135261-88-0,196875,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(CCc1ccc(cc1)N=C=S)C2=O)c1ccccc1,NIPS HCL,Lopac_Sigma,41596_LOPAC_Sigma_N-140
CBP-0017353,CBP-0017353-01,A051,N01,57149-07-2,4418,COc1ccccc1N1CCN(CC1)CC(O)COc1cccc2ccccc12,naftopidil,Lopac_Sigma,41261_LOPAC_Sigma_N-158
CBP-0017369,CBP-0017369-01,A051,N02,555-57-7,4688,CN(CC#C)Cc1ccccc1,pargyline,Lopac_Sigma,41277_LOPAC_Sigma_P 8013
CBP-0017384,CBP-0017384-01,A051,N03,111-58-0,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,n-oleoylethanolamine,Lopac_Sigma,41293_LOPAC_Sigma_O 0383
CBP-0017400,CBP-0017400-01,A051,N04,4199-09-1,91536,CC(C)NC[C@H](O)COc1cccc2ccccc12,"Propranolol, L-",Lopac_Sigma,41309_LOPAC_Sigma_P 8688
CBP-0017416,CBP-0017416-01,A051,N05,36-06-6,439501,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,ouabain,Lopac_Sigma,41325_LOPAC_Sigma_O 3125
CBP-0017431,CBP-0017431-01,A051,N06,72450-62-5,4838,OS(=O)(=O)C1CCNCC1,piperidine-4-sulfonic acid,Lopac_Sigma,41341_LOPAC_Sigma_P 9159
CBP-0017445,CBP-0017445-01,A051,N07,21256-18-8,4614,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,oxaprozin,Lopac_Sigma,41357_LOPAC_Sigma_O 9637
CBP-0017461,CBP-0017461-01,A051,N08,107381-32-8,184820,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,(S)-Propafenone,Lopac_Sigma,41373_LOPAC_Sigma_P 9708
CBP-0017476,CBP-0017476-01,A051,N09,20554-84-1,5420804,C/C/1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,parthenolide,Lopac_Sigma,41389_LOPAC_Sigma_P 0667
CBP-0017492,CBP-0017492-01,A051,N10, ,11957676,OC[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2c(ncnc12)NCCc1ccccc1,N6-2-Phenylethyladenosine,Lopac_Sigma,41405_LOPAC_Sigma_P-107
CBP-0017505,CBP-0017505-01,A051,N11,2062-78-4,16362,Fc1ccc(cc1)C(CCCN1CCC(CC1)N1C(=O)Nc2ccccc21)c1ccc(cc1)F,pimozide,Lopac_Sigma,41421_LOPAC_Sigma_P 1793
CBP-0017133,CBP-0017133-02,A051,N12,26328-11-0,688095,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,S(-)-Pindolol,Lopac_Sigma,41437_LOPAC_Sigma_P-152
CBP-0017536,CBP-0017536-01,A051,N13,72596-74-8,6603967,N=C1Sc2ccccc2C2=NCCCN12,"PD 404,182",Lopac_Sigma,41453_LOPAC_Sigma_P 2742
CBP-0017552,CBP-0017552-01,A051,N14,868169-70-4,4713,COc1cccc(c1N)C1=CC(=O)c2ccccc2O1,167869-21-8,Lopac_Sigma,41469_LOPAC_Sigma_P-215
CBP-0017567,CBP-0017567-01,A051,N15,7085-35-0,462,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,palmitoyl carnitine,Lopac_Sigma,41485_LOPAC_Sigma_P 4509
CBP-0017582,CBP-0017582-01,A051,N16,130-95-0,8549,COc1ccc2nccc(c2c1)[C@@H](O)[C@@H]1CC2CCN1C[C@@H]2C=C,Quinine [BAN],Lopac_Sigma,41501_LOPAC_Sigma_Q 1250
CBP-0017597,CBP-0017597-01,A051,N17,7491-74-9,4843,NC(=O)CN1CCCC1=O,piracetam,Lopac_Sigma,41517_LOPAC_Sigma_P 5295
CBP-0017604,CBP-0017604-02,A051,N18, , , , ,Lopac_Sigma,41533_LOPAC_Sigma_Q-111
CBP-0017626,CBP-0017626-01,A051,N19, , , , ,Lopac_Sigma,41549_LOPAC_Sigma_P 6503
CBP-0017641,CBP-0017641-01,A051,N20,91374-21-9,5095,CCCN(CCC)CCc1cccc2c1CC(=O)N2,ropinirole,Lopac_Sigma,41565_LOPAC_Sigma_R 4152
CBP-0017657,CBP-0017657-01,A051,N21,125-33-7,4909,CCC1(C(=O)NCNC1=O)c1ccccc1,primidone,Lopac_Sigma,41581_LOPAC_Sigma_P 7295
CBP-0017672,CBP-0017672-01,A051,N22,186692-44-4,5097,CC[C@H](CO)Nc1nc(c2ncn(c2n1)C(C)C)NCc1ccccc1,186692-44-4,Lopac_Sigma,41597_LOPAC_Sigma_R 7772
CBP-0017354,CBP-0017354-01,A051,O01,95417-67-7,125328,C1Cc2ccccc2C2(C1)CCN(CC2)Cc1ccccc1,"1'-benzyl-3,4-dihydro-2H-spiro[naphthalene-1,4'-piperidine]",Lopac_Sigma,41262_LOPAC_Sigma_L 8539
CBP-0017370,CBP-0017370-01,A051,O02,141286-78-4,6603828,NC(=O)COc1c(cc(cc1F)SCCNS(=O)(=O)c1ccccc1)F,PEPA,Lopac_Sigma,41278_LOPAC_Sigma_D 8941
CBP-0017385,CBP-0017385-01,A051,O03,1977-10-2,3964,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(cc21)Cl,loxapine,Lopac_Sigma,41294_LOPAC_Sigma_L-106
CBP-0017401,CBP-0017401-01,A051,O04, , ,CN(N=O)c1ccc(c(c1)O)O, ,Lopac_Sigma,41310_LOPAC_Sigma_M 9440
CBP-0017417,CBP-0017417-01,A051,O05,158985-00-3,5311200,Clc1ccc(cc1)N1CCN(CC1)Cc1c[nH]c2ncccc12,L-745870,Lopac_Sigma,41326_LOPAC_Sigma_L-131
CBP-0017432,CBP-0017432-01,A051,O06,77086-21-6,180081,C[C@]12N[C@@H](Cc3ccccc31)c1ccccc12,DIZOCILPINE,Lopac_Sigma,41342_LOPAC_Sigma_M-107
CBP-0017446,CBP-0017446-01,A051,O07, ,6925666,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)[O-],(2S)-2-(6-methoxynaphthalen-2-yl)propanoate,Lopac_Sigma,41358_LOPAC_Sigma_M 1275
CBP-0017462,CBP-0017462-01,A051,O08,14721-69-8,4136,CNC(=O)OCC[N+](C)(C)C,N-methylcarbamylcholine,Lopac_Sigma,41374_LOPAC_Sigma_M-140
CBP-0017477,CBP-0017477-01,A051,O09,51-87-6,4053,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,Merphalan,Lopac_Sigma,41390_LOPAC_Sigma_M 2011
CBP-0017493,CBP-0017493-01,A051,O10,155204-23-2,4658,COc1ccccc1N1CCN(CC1)CCN(C(=O)c1ccc(cc1)I)c1ccccn1,p-MPPI,Lopac_Sigma,41406_LOPAC_Sigma_M-204
CBP-0017506,CBP-0017506-01,A051,O11,78207-86-0,8226,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(c34)C2=C1,methylergonovine,Lopac_Sigma,41422_LOPAC_Sigma_M 2776
CBP-0017521,CBP-0017521-01,A051,O12,118184-50-2,4528,CN1CC(c2ccccc2)c2cccc(c2C1)N,Nomifensine,Lopac_Sigma,41438_LOPAC_Sigma_N 1530
CBP-0017537,CBP-0017537-01,A051,O13, ,53299181,CCCCCCCCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)([O-])OCO,CCG-204879,Lopac_Sigma,41454_LOPAC_Sigma_M 3315
CBP-0017553,CBP-0017553-01,A051,O14,102392-05-2,4431,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,NAN-190,Lopac_Sigma,41470_LOPAC_Sigma_N 3529
CBP-0017583,CBP-0017583-01,A051,O16,741285-10-9,71398,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc1ccc(c(c1)O)O,Masoprocol,Lopac_Sigma,41502_LOPAC_Sigma_N 5023
CBP-0017598,CBP-0017598-01,A051,O17,15985-39-4,89034,CS(=N)(=O)CC[C@H](N)C(=O)O,L-Methionine sulfoximine,Lopac_Sigma,41518_LOPAC_Sigma_M 5379
CBP-0017612,CBP-0017612-01,A051,O18, ,53299183,NC(=O)C1=CN(C=CC1)C1OC(COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@H](C(OP(=O)([O-])[O-])[C@H]2O)n2cnc3c(ncnc23)N)C(O)C1O,NADPH tetrasodium,Lopac_Sigma,41534_LOPAC_Sigma_N 7505
CBP-0017627,CBP-0017627-01,A051,O19,22978-25-2,644213,[O-][N+](=O)c1ccc(c(c1)C(=O)Nc1ccccc1)Cl,GW9662,Lopac_Sigma,41550_LOPAC_Sigma_M 6191
CBP-0017642,CBP-0017642-01,A051,O20,63612-50-0,4493,CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],nilutamide,Lopac_Sigma,41566_LOPAC_Sigma_N 8534
CBP-0017658,CBP-0017658-01,A051,O21,26046-90-2,147004,C[Se]C[C@H](N)C(=O)O,Methylselenocysteine,Lopac_Sigma,41582_LOPAC_Sigma_M 6680
CBP-0017673,CBP-0017673-01,A051,O22,159094-94-7,4515,OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,UNII-BGU9MZ2G30,Lopac_Sigma,41598_LOPAC_Sigma_N-142
CBP-0017355,CBP-0017355-01,A051,P01,65705-82-0,3080928,O[C@H](CCN1[C@@H](CCCCCCC(=O)O)C(=O)NC1=O)C1CCCCC1,BW 245C,Lopac_Sigma,41263_LOPAC_Sigma_B 9305
CBP-0017371,CBP-0017371-01,A051,P02,63597-44-4,122634,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)[C@H]2C=C(C)C3=O)[C@@H]2C(C)(C)[C@]12OC(=O)C,63597-44-4,Lopac_Sigma,41279_LOPAC_Sigma_P 8139
CBP-0017386,CBP-0017386-01,A051,P03,14698-29-4,4628,CCN1C=C(C(=O)O)C(=O)c2cc3c(cc21)OCO3,oxolinic acid,Lopac_Sigma,41295_LOPAC_Sigma_O 0877
CBP-0017402,CBP-0017402-01,A051,P04,5108-96-3,4311638,[S-]C(=S)N1CCCC1,pyrrolidine-1-carbodithioate,Lopac_Sigma,41311_LOPAC_Sigma_P 8765
CBP-0017418,CBP-0017418-01,A051,P05,41443-28-1,1456,O=C1ON=C2C=Nc3ccccc3N12,"1h-[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",Lopac_Sigma,41327_LOPAC_Sigma_O 3636
CBP-0017433,CBP-0017433-01,A051,P06,58-38-8,4917,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc32)Cl)CC1,prochlorperazine,Lopac_Sigma,41343_LOPAC_Sigma_P 9178
CBP-0017447,CBP-0017447-01,A051,P07,63939-65-1,4629,C[N+](C)(C)CC#CCN1CCCC1=O,Oxotremorine M,Lopac_Sigma,41359_LOPAC_Sigma_O-100
CBP-0017463,CBP-0017463-01,A051,P08,155-97-5,4991,CN(C)C(=O)Oc1ccc[n+](c1)C,pyridostigmine,Lopac_Sigma,41375_LOPAC_Sigma_P 9797
CBP-0017478,CBP-0017478-01,A051,P09,21870-06-4,4828,CC(C)NCC(O)COc1cccc2[nH]ccc12,pindolol,Lopac_Sigma,41391_LOPAC_Sigma_P 0778
CBP-0017494,CBP-0017494-01,A051,P10, ,11957679,OC[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2c(ncnc12)Nc1ccccc1,Lopac0_001036,Lopac_Sigma,41407_LOPAC_Sigma_P-108
CBP-0017507,CBP-0017507-01,A051,P11,942911-47-9,92225,OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(=O)O,Phthalyl-DL-glutamic Acid,Lopac_Sigma,41423_LOPAC_Sigma_P 1801
CBP-0017522,CBP-0017522-01,A051,P12,113563-69-2,4826,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,pinacidil,Lopac_Sigma,41439_LOPAC_Sigma_P-154
CBP-0017538,CBP-0017538-01,A051,P13,58-74-2,4680,COc1ccc(cc1OC)Cc1nccc2cc(c(cc12)OC)OC,papaverine,Lopac_Sigma,41455_LOPAC_Sigma_P 3510
CBP-0017544,CBP-0017544-02,A051,P14, , , , ,Lopac_Sigma,41471_LOPAC_Sigma_P-216
CBP-0017568,CBP-0017568-01,A051,P15, ,11957661,C[C@H](Cc1ccccc1)Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@H](O)C1O,R(-)-N6-(2-Phenylisopropyl)adenosine,Lopac_Sigma,41487_LOPAC_Sigma_P 4532
CBP-0017584,CBP-0017584-01,A051,P16,52809-07-1,40539,N[C@@H](CN1OC(=O)NC1=O)C(=O)O,Quisqualate,Lopac_Sigma,41503_LOPAC_Sigma_Q 2128
CBP-0017599,CBP-0017599-01,A051,P17, ,3421,CC1OC1P(=O)([O-])[O-],STK397062,Lopac_Sigma,41519_LOPAC_Sigma_P 5396
CBP-0017613,CBP-0017613-01,A051,P18,37-60-5,440707,C[C@@]12CCC(=O)C=C2CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(O)C(=O)CO,Cortexolone,Lopac_Sigma,41535_LOPAC_Sigma_R 0500
CBP-0017626,CBP-0017626-02,A051,P19,91484-73-0,5910,CC[C@H]1[C@H](COC1=O)Cc1cncn1C,pilocarpine,Lopac_Sigma,41551_LOPAC_Sigma_P 6628
CBP-0017643,CBP-0017643-01,A051,P20,375823-41-9,445154,Oc1ccc(cc1)/C=C/c1cc(cc(c1)O)O,resveratrol,Lopac_Sigma,41567_LOPAC_Sigma_R 5010
CBP-0017659,CBP-0017659-01,A051,P21, ,11957678,CCCCCCCCCC(=O)NC(CN1CCOCC1)[C@H](O)c1ccccc1,DL-threo-PDMP,Lopac_Sigma,41583_LOPAC_Sigma_P 7340
CBP-0017674,CBP-0017674-01,A051,P22,12679-58-2,6758,COc1cc2c(cc1OC)[C@H]1[C@@H](CO2)Oc2c3c(ccc2C1=O)O[C@H](C3)C(=C)C,rotenone,Lopac_Sigma,41599_LOPAC_Sigma_R 8875
CBP-0017675,CBP-0017675-01,A052,A01, ,9799515,NC(=O)c1ccc(cc1)OCC(O)CN1CCC(=CC1)c1ccc(cc1)F,Ro-84304,Lopac_Sigma,41600_LOPAC_Sigma_R 8900
CBP-0017691,CBP-0017691-01,A052,A02,51012-32-9,5467,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,tiapride,Lopac_Sigma,41616_LOPAC_Sigma_T 0410
CBP-0017699,CBP-0017699-01,A052,A03,125628-97-9,3495594,Oc1cc(cc(c1O)[N+](=O)[O-])C(=O)c1ccccc1F,Ro 41-0960,Lopac_Sigma,41632_LOPAC_Sigma_R-108
CBP-0017714,CBP-0017714-01,A052,A04,40520-25-0,5572,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,trihexyphenidyl,Lopac_Sigma,41648_LOPAC_Sigma_T 1516
CBP-0017722,CBP-0017722-01,A052,A05,202466-68-0,5312145,CNc1cc(nc(n1)NC)NS(=O)(=O)c1ccc(cc1)N,Ro 04-6790,Lopac_Sigma,41664_LOPAC_Sigma_R-140
CBP-0017738,CBP-0017738-01,A052,A06,46719-29-3,5403,CC(C)(C)NCC(O)c1cc(cc(c1)O)O,terbutaline,Lopac_Sigma,41680_LOPAC_Sigma_T 2528
CBP-0017746,CBP-0017746-01,A052,A07,390803-39-1,6604000,COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(cccc23)N(C)C)CC1,Cortexolone maleate,Lopac_Sigma,41696_LOPAC_Sigma_S 1441
CBP-0017762,CBP-0017762-01,A052,A08,175178-82-2,2051,COc1cc2ncnc(c2cc1OC)Nc1cccc(c1)Cl,Tyrphostin AG 1478,Lopac_Sigma,41712_LOPAC_Sigma_T 4182
CBP-0017769,CBP-0017769-01,A052,A09,124-20-9,1102,NCCCCNCCCN,spermidine,Lopac_Sigma,41728_LOPAC_Sigma_S 2501
CBP-0017785,CBP-0017785-01,A052,A10, ,11957699,Oc1ccc(cc1O)CC(C#N)C(=O)N1CCc2ccccc21,Lopac0_001128,Lopac_Sigma,41744_LOPAC_Sigma_T 4568
CBP-0017793,CBP-0017793-01,A052,A11,148702-58-3,121881,CCCCN1CCC(CC1)COC(=O)c1cc(c(c2c1OCCO2)N)Cl,SB 204070 hydrochloride,Lopac_Sigma,41760_LOPAC_Sigma_S 3313
CBP-0017808,CBP-0017808-01,A052,A12,62-46-4,6112,OC(=O)CCCC[C@@H]1CCSS1,lipoic acid,Lopac_Sigma,41776_LOPAC_Sigma_T 5625
CBP-0017816,CBP-0017816-01,A052,A13,475662-41-0,5280335,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,sphingosine,Lopac_Sigma,41792_LOPAC_Sigma_S 6879
CBP-0017824,CBP-0017824-01,A052,A14,486-12-4,5282443,Cc1ccc(cc1)/C(=C\CN1CCCC1)c1ccccn1,triprolidine,Lopac_Sigma,41808_LOPAC_Sigma_T 6764
CBP-0017832,CBP-0017832-01,A052,A15,15676-16-1,5355,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,sulpiride,Lopac_Sigma,41824_LOPAC_Sigma_S 8010
CBP-0017837,CBP-0017837-01,A052,A16,33069-62-4,441276,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(=C1C2(C)C)C,33069-62-4,Lopac_Sigma,41840_LOPAC_Sigma_T 7402
CBP-0017845,CBP-0017845-01,A052,A17,5812-07-7,6450842,CN(C)c1ccc(cc1)/C=C/1\C(=O)Nc2ccccc21,SU 4312,Lopac_Sigma,41856_LOPAC_Sigma_S 8567
CBP-0017853,CBP-0017853-01,A052,A18,63940-51-2,6850813,CNCCC(Oc1ccccc1C)c1ccccc1,63940-51-2,Lopac_Sigma,41872_LOPAC_Sigma_T 7947
CBP-0017861,CBP-0017861-01,A052,A19,35386-24-4,1346,COc1ccccc1N1CCNCC1,1-(2-Methoxyphenyl)piperazine,Lopac_Sigma,41888_LOPAC_Sigma_S-008
CBP-0017869,CBP-0017869-01,A052,A20,13002-65-8,2733526,CC/C(=C(\c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,tamoxifen,Lopac_Sigma,41904_LOPAC_Sigma_T 9262
CBP-0017877,CBP-0017877-01,A052,A21,17094-01-8,65253,C[C@H](O)C(=O)C1=NC2=C(NC1)N=C(N)NC2=O,sepiapterin,Lopac_Sigma,41920_LOPAC_Sigma_S-154
CBP-0017885,CBP-0017885-01,A052,A22,80880-90-6,5387,CN1CCN(CC1)CC(=O)N1c2ccccc2NC(=O)c2csc(c21)C,Telenzepine,Lopac_Sigma,41936_LOPAC_Sigma_T-122
CBP-0017676,CBP-0017676-01,A052,B01, ,24775980,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)([O-])OP(=O)(O)[O-])N1C=CC(=O)NC1=O,CCG-205279,Lopac_Sigma,41601_LOPAC_Sigma_U 4125
CBP-0017700,CBP-0017700-01,A052,B03, ,11957712,CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1)C(=O)Cc1ccccc1,Lopac0_001206,Lopac_Sigma,41633_LOPAC_Sigma_U-103
CBP-0017723,CBP-0017723-01,A052,B05,153570-58-2,5626,CCCN(CCC)C1Cc2cc(c(cc2C1)OC)OC,CHEMBL16410,Lopac_Sigma,41665_LOPAC_Sigma_U-116
CBP-0017747,CBP-0017747-01,A052,B07, ,11957715,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N(C=O)C2[C@](O)([C@H](OC(=O)C)[C@]4(CC)C=CCN5CC[C@@]23[C@@H]54)C(=O)OC)C1,Lopac0_001208,Lopac_Sigma,41697_LOPAC_Sigma_V 8879
CBP-0017770,CBP-0017770-01,A052,B09, ,11957716,C[C@@]12Cc3cn4c(nc3C=C2CCC2C1CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#N)nc1ccccc14,Lopac0_001209,Lopac_Sigma,41729_LOPAC_Sigma_W-104
CBP-0017794,CBP-0017794-01,A052,B11,37247-87-3,8969,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,Yohimbine,Lopac_Sigma,41761_LOPAC_Sigma_Y 3125
CBP-0017677,CBP-0017677-01,A052,C01,102575-24-6,108094,COC1(COc2ccccc2O1)C1=NCCN1,2-Methoxyidazoxan,Lopac_Sigma,41602_LOPAC_Sigma_R 9525
CBP-0017692,CBP-0017692-01,A052,C02,91105-79-2,1123,NCCS(=O)(=O)O,taurine,Lopac_Sigma,41618_LOPAC_Sigma_T 0625
CBP-0017701,CBP-0017701-01,A052,C03, ,3638736,Nc1c(cc(c2c1C(=O)c1ccccc1C2=O)Nc1ccc(c(c1)S(=O)(=O)[O-])Nc1nc(nc(n1)Nc1ccc(cc1)S(=O)(=O)[O-])Cl)S(=O)(=O)[O-],AC1MUCK5,Lopac_Sigma,41634_LOPAC_Sigma_R-115
CBP-0017715,CBP-0017715-01,A052,C04,958704-27-3,11957702,CC1C(=O)N(C)C(=O)c2[nH]cnc21,958704-27-3,Lopac_Sigma,41650_LOPAC_Sigma_T 1633
CBP-0017724,CBP-0017724-01,A052,C05,27948-47-6,5253,CC(C)NCC(O)c1ccc(cc1)NS(=O)(=O)C,sotalol,Lopac_Sigma,41666_LOPAC_Sigma_S 0278
CBP-0017739,CBP-0017739-01,A052,C06,51-67-2,5610,NCCc1ccc(cc1)O,tyramine,Lopac_Sigma,41682_LOPAC_Sigma_T 2879
CBP-0017748,CBP-0017748-01,A052,C07,7713-86-2,123981,CN1CCc2cccc(c2CC1)Cl,benalfocin,Lopac_Sigma,41698_LOPAC_Sigma_S 1563
